"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"""English""","""1""","""Female""","""36""","""none""","""n""","""Yes""","""yes""","""3"""
1,"""English""","""2""","""Male""","""36""","""no""","""""","""Yes""","""1""","""3"""
2,"""English""","""1""","""Female""","""29""","""""","""""","""Yes""","""3.00""","""3"""
3,"""English""","""1""","""Female""","""37""","""No issues.""","""Thanks""","""Yes""","""0.70""","""3"""
4,"""english""","""1""","""Male""","""31""","""no""","""""","""Yes""","""1.20""","""3"""
5,"""English""","""1""","""Female""","""43""","""no""","""No""","""Yes""",""".70""","""3"""
6,"""""","""-1""","""""","""""","""""","""""",NA,"""""","""-1"""
7,"""English""","""2""","""Male""","""30""","""no""","""""","""Yes""","""yes""","""2"""
8,"""English""","""2""","""Male""","""27""","""no""","""na""","""Yes""","""90""","""2"""
9,"""english""","""2""","""Male""","""31""","""no""","""""","""Yes""",""".70""","""2"""
10,"""english""","""1""","""Male""","""24""","""nothing""","""great""","""No""","""450""","""3"""
11,"""English""","""1""","""Male""","""35""","""no""","""no""","""Yes""",""".70""","""1"""
12,"""English""","""2""","""Male""","""32""","""No.""","""""","""Yes""",""".70""","""3"""
13,"""English""","""1""","""Female""","""48""","""no""","""""","""Yes""","""1.50""","""3"""
14,"""English""","""1""","""Male""","""30""","""No""","""""","""Yes""","""Yes""","""1"""
15,"""English""","""1""","""Male""","""29""","""No.""","""No.""","""Yes""","""1.00""","""3"""
16,"""English""","""2""","""Male""","""26""","""No problems or bugs at all!""","""This was enjoyable with no errors at all!""","""Yes""","""0.70""","""3"""
17,"""English/Spanish""","""1""","""Female""","""32""","""no""","""""","""Yes""","""0.75""","""3"""
18,"""english""","""2""","""Female""","""25""","""no""","""fun study""","""Yes""","""yes""","""1"""
19,"""English""","""2""","""Female""","""44""","""No problems""","""no comments :)""","""Yes""",""".70""","""3"""
20,"""English""","""2""","""Female""","""31""","""No""","""""","""Yes""","""1.00""","""4"""
21,"""English""","""2""","""Male""","""65""","""No""","""""","""Yes""","""$.70""","""2"""
22,"""English""","""1""","""Male""","""30""","""no""","""none""","""Yes""","""yes""","""3"""
23,"""english""","""1""","""Male""","""67""","""no""","""no""","""Yes""",""".70""","""3"""
24,"""English""","""2""","""Female""","""50""","""no""","""no comments""","""Yes""","""1.00""","""3"""
25,"""ENGLISH""","""0""","""Male""","""31""","""YES CONFUSED""","""""","""Confused""","""2500""","""3"""
26,"""english""","""1""","""Female""","""51""","""no""","""""","""Yes""","""1.00""","""3"""
27,"""English""","""2""","""Female""","""26""","""no""","""""","""Yes""",""".70""","""2"""
28,"""English""","""2""","""Male""","""22""","""No""","""""","""Yes""","""sure""","""2"""
29,"""English""","""2""","""Male""","""30""","""""","""""","""Yes""","""70""","""2"""
30,"""English""","""2""","""Male""","""34""","""no""","""""","""Yes""","""0.75""","""3"""
31,"""english""","""2""","""Female""","""67""","""no""","""""","""Yes""","""1.00""","""2"""
32,"""English""","""2""","""Male""","""18""","""""","""""","""Yes""","""0.70""","""2"""
33,"""English""","""1""","""Female""","""30""","""""","""""","""Yes""","""80""","""2"""
34,"""English""","""2""","""Male""","""23""","""""","""""","""Yes""",""".70""","""2"""
35,"""english""","""2""","""Female""","""50""","""No""","""""","""Yes""",""".70""","""2"""
