"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"English",2,"Male",41,"no","","Yes",".50",2
1,"English",2,"Male",30,"no","","Yes","50 cents",3
2,"English",1,"Male",28,"","","Yes",".50",2
3,"english",2,"Female",38,"no","","Yes",".50",3
4,"English",1,"Female",32,"No","","Yes",".50",2
5,"English",1,"Male",37,"No","","Yes","0.50",4
6,"english",2,"Male",32,"no","it was original","Yes","0.65",3
7,"English",1,"Male",25,"","","Yes","0.50",3
8,"English",1,"Female",22,"No","","Yes",".50",2
9,"english",1,"Female",34,"no","","Yes",".60",1
10,"english",2,"Female",22,"no","thanks","Yes","yes",2
11,"english",2,"Male",43,"no","","Yes","0.65",1
12,"english",2,"Male",35,"no","no","Yes","0.50",4
13,"English",2,"Female",27,"No","","No","0.50",3
14,"English",2,"Male",33,"No","","Yes",".50",3
15,"english",2,"Female",54,"no bugs","no comments","Yes",".50",3
16,"English",2,"Female",44,"no","","Yes",".60",2
17,"English",2,"Female",29,"","","Yes",".50",2
